Codigo;Regiao;UF;Data;Semana;Populacao;Casos_Acumulados;Casos_Novos;Obitos_Acumulados;Obitos_Novos
MS21/01/11;Centro_Oeste;MS;11/01/2021;2;2778986;144051;455;2565;19
MS21/01/12;Centro_Oeste;MS;12/01/2021;2;2778986;145048;997;2587;22
MS21/01/13;Centro_Oeste;MS;13/01/2021;2;2778986;146143;1095;2609;22
MS21/01/14;Centro_Oeste;MS;14/01/2021;2;2778986;147249;1106;2625;16
MS21/01/15;Centro_Oeste;MS;15/01/2021;2;2778986;148415;1166;2648;23
MS21/01/16;Centro_Oeste;MS;16/01/2021;2;2778986;149731;1316;2661;13
MT21/01/10;Centro_Oeste;MT;10/01/2021;2;3484466;188098;0;4595;0
MT21/01/11;Centro_Oeste;MT;11/01/2021;2;3484466;189132;1034;4619;24
MT21/01/12;Centro_Oeste;MT;12/01/2021;2;3484466;191315;2183;4635;16
MT21/01/13;Centro_Oeste;MT;13/01/2021;2;3484466;193054;1739;4654;19
MT21/01/14;Centro_Oeste;MT;14/01/2021;2;3484466;194917;1863;4674;20
MT21/01/15;Centro_Oeste;MT;15/01/2021;2;3484466;196313;1396;4689;15
MT21/01/16;Centro_Oeste;MT;16/01/2021;2;3484466;197356;1043;4710;21
GO21/01/10;Centro_Oeste;GO;10/01/2021;2;7018354;317322;298;6964;0
GO21/01/11;Centro_Oeste;GO;11/01/2021;2;7018354;318013;691;6965;1
GO21/01/12;Centro_Oeste;GO;12/01/2021;2;7018354;320782;2769;6988;23
GO21/01/13;Centro_Oeste;GO;13/01/2021;2;7018354;323019;2237;7016;28
GO21/01/14;Centro_Oeste;GO;14/01/2021;2;7018354;324917;1898;7020;4
GO21/01/15;Centro_Oeste;GO;15/01/2021;2;7018354;327030;2113;7072;52
GO21/01/16;Centro_Oeste;GO;16/01/2021;2;7018354;327937;907;7077;5
DF21/01/10;Centro_Oeste;DF;10/01/2021;2;3015268;258811;658;4356;5
DF21/01/11;Centro_Oeste;DF;11/01/2021;2;3015268;259797;986;4368;12
DF21/01/12;Centro_Oeste;DF;12/01/2021;2;3015268;260797;1000;4375;7
DF21/01/13;Centro_Oeste;DF;13/01/2021;2;3015268;261456;659;4388;13
DF21/01/14;Centro_Oeste;DF;14/01/2021;2;3015268;262222;766;4399;11
DF21/01/15;Centro_Oeste;DF;15/01/2021;2;3015268;262928;706;4406;7
DF21/01/16;Centro_Oeste;DF;16/01/2021;2;3015268;263756;828;4412;6
RO21/01/17;Norte;RO;17/01/2021;3;1777225;109056;883;2005;6
RO21/01/18;Norte;RO;18/01/2021;3;1777225;110331;1275;2031;26
RO21/01/19;Norte;RO;19/01/2021;3;1777225;111372;1041;2044;13
RO21/01/20;Norte;RO;20/01/2021;3;1777225;112468;1096;2056;12
RO21/01/21;Norte;RO;21/01/2021;3;1777225;113778;1310;2070;14
RO21/01/22;Norte;RO;22/01/2021;3;1777225;115200;1422;2085;15
RO21/01/23;Norte;RO;23/01/2021;3;1777225;116133;933;2097;12
AC21/01/17;Norte;AC;17/01/2021;3;881935;44767;146;836;1
AC21/01/18;Norte;AC;18/01/2021;3;881935;44775;8;837;1
AC21/01/19;Norte;AC;19/01/2021;3;881935;45208;433;839;2
AC21/01/20;Norte;AC;20/01/2021;3;881935;45429;221;840;1
AC21/01/21;Norte;AC;21/01/2021;3;881935;45729;300;844;4
AC21/01/22;Norte;AC;22/01/2021;3;881935;45987;258;846;2
AC21/01/23;Norte;AC;23/01/2021;3;881935;46239;252;848;2
AM21/01/17;Norte;AM;17/01/2021;3;4144597;230644;1277;6191;68
AM21/01/18;Norte;AM;18/01/2021;3;4144597;232434;1790;6308;117
AM21/01/19;Norte;AM;19/01/2021;3;4144597;233971;1537;6450;142
AM21/01/20;Norte;AM;20/01/2021;3;4144597;238980;5009;6598;148
AM21/01/21;Norte;AM;21/01/2021;3;4144597;241182;2202;6757;159
AM21/01/22;Norte;AM;22/01/2021;3;4144597;245157;3975;6889;132
AM21/01/23;Norte;AM;23/01/2021;3;4144597;248561;3404;7051;162
RR21/01/17;Norte;RR;17/01/2021;3;605761;70948;196;811;0
RR21/01/18;Norte;RR;18/01/2021;3;605761;71065;117;811;0
RR21/01/19;Norte;RR;19/01/2021;3;605761;71232;167;816;5
RR21/01/20;Norte;RR;20/01/2021;3;605761;71451;219;816;0
RR21/01/21;Norte;RR;21/01/2021;3;605761;71583;132;819;3
RR21/01/22;Norte;RR;22/01/2021;3;605761;71740;157;819;0
RR21/01/23;Norte;RR;23/01/2021;3;605761;72127;387;821;2
PA21/01/17;Norte;PA;17/01/2021;3;8602865;309526;590;7397;9
PA21/01/18;Norte;PA;18/01/2021;3;8602865;309816;290;7412;15
PA21/01/19;Norte;PA;19/01/2021;3;8602865;311063;1247;7427;15
PA21/01/20;Norte;PA;20/01/2021;3;8602865;312632;1569;7434;7
PA21/01/21;Norte;PA;21/01/2021;3;8602865;314119;1487;7458;24
PA21/01/22;Norte;PA;22/01/2021;3;8602865;316176;2057;7470;12
PA21/01/23;Norte;PA;23/01/2021;3;8602865;317876;1700;7487;17
AP21/01/17;Norte;AP;17/01/2021;3;845731;73417;204;996;0
AP21/01/18;Norte;AP;18/01/2021;3;845731;73626;209;1005;9
AP21/01/19;Norte;AP;19/01/2021;3;845731;74045;419;1010;5
AP21/01/20;Norte;AP;20/01/2021;3;845731;74310;265;1016;6
AP21/01/21;Norte;AP;21/01/2021;3;845731;74535;225;1019;3
AP21/01/22;Norte;AP;22/01/2021;3;845731;74874;339;1022;3
AP21/01/23;Norte;AP;23/01/2021;3;845731;75054;180;1025;3
TO21/01/17;Norte;TO;17/01/2021;3;1572866;96390;332;1313;5
TO21/01/18;Norte;TO;18/01/2021;3;1572866;96589;199;1316;3
TO21/01/19;Norte;TO;19/01/2021;3;1572866;97196;607;1323;7
TO21/01/20;Norte;TO;20/01/2021;3;1572866;97790;594;1330;7
TO21/01/21;Norte;TO;21/01/2021;3;1572866;98252;462;1334;4
TO21/01/22;Norte;TO;22/01/2021;3;1572866;98787;535;1338;4
TO21/01/23;Norte;TO;23/01/2021;3;1572866;99290;503;1344;6
MA21/01/17;Nordeste;MA;17/01/2021;3;7075181;203423;89;4606;5
MA21/01/18;Nordeste;MA;18/01/2021;3;7075181;203581;158;4613;7
MA21/01/19;Nordeste;MA;19/01/2021;3;7075181;203964;383;4618;5
MA21/01/20;Nordeste;MA;20/01/2021;3;7075181;204300;336;4624;6
MA21/01/21;Nordeste;MA;21/01/2021;3;7075181;204767;467;4631;7
MA21/01/22;Nordeste;MA;22/01/2021;3;7075181;205065;298;4639;8
MA21/01/23;Nordeste;MA;23/01/2021;3;7075181;205396;331;4644;5
PI21/01/17;Nordeste;PI;17/01/2021;3;3273227;151397;351;2950;5
PI21/01/18;Nordeste;PI;18/01/2021;3;3273227;151619;222;2961;11
PI21/01/19;Nordeste;PI;19/01/2021;3;3273227;152211;592;2968;7
PI21/01/20;Nordeste;PI;20/01/2021;3;3273227;152997;786;2976;8
PI21/01/21;Nordeste;PI;21/01/2021;3;3273227;153771;774;2985;9
PI21/01/22;Nordeste;PI;22/01/2021;3;3273227;154397;626;2989;4
PI21/01/23;Nordeste;PI;23/01/2021;3;3273227;155105;708;2999;10
CE21/01/17;Nordeste;CE;17/01/2021;3;9132078;353388;1048;10223;0
CE21/01/18;Nordeste;CE;18/01/2021;3;9132078;353979;591;10223;0
CE21/01/19;Nordeste;CE;19/01/2021;3;9132078;356117;2138;10240;17
CE21/01/20;Nordeste;CE;20/01/2021;3;9132078;356985;868;10243;3
CE21/01/21;Nordeste;CE;21/01/2021;3;9132078;358404;1419;10261;18
CE21/01/22;Nordeste;CE;22/01/2021;3;9132078;360149;1745;10311;50
CE21/01/23;Nordeste;CE;23/01/2021;3;9132078;360973;824;10320;9
RN21/01/17;Nordeste;RN;17/01/2021;3;3506853;130350;801;3177;4
RN21/01/18;Nordeste;RN;18/01/2021;3;3506853;130578;228;3179;2
RN21/01/19;Nordeste;RN;19/01/2021;3;3506853;130973;395;3188;9
RN21/01/20;Nordeste;RN;20/01/2021;3;3506853;132294;1321;3192;4
RN21/01/21;Nordeste;RN;21/01/2021;3;3506853;133174;880;3203;11
RN21/01/22;Nordeste;RN;22/01/2021;3;3506853;134010;836;3223;20
RN21/01/23;Nordeste;RN;23/01/2021;3;3506853;134881;871;3230;7
PB21/01/17;Nordeste;PB;17/01/2021;3;4018127;177618;783;3888;8
PB21/01/18;Nordeste;PB;18/01/2021;3;4018127;177843;225;3902;14
PB21/01/19;Nordeste;PB;19/01/2021;3;4018127;178081;238;3912;10
PB21/01/20;Nordeste;PB;20/01/2021;3;4018127;179353;1272;3926;14
PB21/01/21;Nordeste;PB;21/01/2021;3;4018127;180464;1111;3939;13
PB21/01/22;Nordeste;PB;22/01/2021;3;4018127;181773;1309;3955;16
PB21/01/23;Nordeste;PB;23/01/2021;3;4018127;182907;1134;3968;13
PE21/01/17;Nordeste;PE;17/01/2021;3;9557071;241087;482;10020;27
PE21/01/18;Nordeste;PE;18/01/2021;3;9557071;241409;322;10031;11
PE21/01/19;Nordeste;PE;19/01/2021;3;9557071;243044;1635;10059;28
PE21/01/20;Nordeste;PE;20/01/2021;3;9557071;244814;1770;10098;39
PE21/01/21;Nordeste;PE;21/01/2021;3;9557071;246799;1985;10133;35
PE21/01/22;Nordeste;PE;22/01/2021;3;9557071;248513;1714;10152;19
PE21/01/23;Nordeste;PE;23/01/2021;3;9557071;250165;1652;10177;25
AL21/01/17;Nordeste;AL;17/01/2021;3;3337357;111443;475;2620;9
AL21/01/18;Nordeste;AL;18/01/2021;3;3337357;111724;281;2629;9
AL21/01/19;Nordeste;AL;19/01/2021;3;3337357;112097;373;2638;9
AL21/01/20;Nordeste;AL;20/01/2021;3;3337357;112476;379;2647;9
AL21/01/21;Nordeste;AL;21/01/2021;3;3337357;112854;378;2656;9
AL21/01/22;Nordeste;AL;22/01/2021;3;3337357;113205;351;2665;9
AL21/01/23;Nordeste;AL;23/01/2021;3;3337357;113662;457;2674;9
SE21/01/17;Nordeste;SE;17/01/2021;3;2298696;128395;680;2652;12
SE21/01/18;Nordeste;SE;18/01/2021;3;2298696;128854;459;2662;10
SE21/01/19;Nordeste;SE;19/01/2021;3;2298696;129505;651;2674;12
SE21/01/20;Nordeste;SE;20/01/2021;3;2298696;130286;781;2685;11
SE21/01/21;Nordeste;SE;21/01/2021;3;2298696;131023;737;2697;12
SE21/01/22;Nordeste;SE;22/01/2021;3;2298696;131835;812;2710;13
SE21/01/23;Nordeste;SE;23/01/2021;3;2298696;132337;502;2719;9
BA21/01/17;Nordeste;BA;17/01/2021;3;14873064;537772;3401;9638;32
BA21/01/18;Nordeste;BA;18/01/2021;3;14873064;540320;2548;9667;29
BA21/01/19;Nordeste;BA;19/01/2021;3;14873064;544324;4004;9697;30
BA21/01/20;Nordeste;BA;20/01/2021;3;14873064;549315;4991;9728;31
BA21/01/21;Nordeste;BA;21/01/2021;3;14873064;553770;4455;9760;32
BA21/01/22;Nordeste;BA;22/01/2021;3;14873064;557900;4130;9794;34
BA21/01/23;Nordeste;BA;23/01/2021;3;14873064;562466;4566;9827;33
MG21/01/17;Sudeste;MG;17/01/2021;3;21168791;643609;6812;13465;110
MG21/01/18;Sudeste;MG;18/01/2021;3;21168791;646091;2482;13483;18
MG21/01/19;Sudeste;MG;19/01/2021;3;21168791;651956;5865;13507;24
MG21/01/20;Sudeste;MG;20/01/2021;3;21168791;659385;7429;13721;214
MG21/01/21;Sudeste;MG;21/01/2021;3;21168791;668216;8831;13891;170
MG21/01/22;Sudeste;MG;22/01/2021;3;21168791;677809;9593;14010;119
MG21/01/23;Sudeste;MG;23/01/2021;3;21168791;686682;8873;14148;138
ES21/01/17;Sudeste;ES;17/01/2021;3;4018650;275504;1034;5506;13
ES21/01/18;Sudeste;ES;18/01/2021;3;4018650;277173;1669;5534;28
ES21/01/19;Sudeste;ES;19/01/2021;3;4018650;278959;1786;5563;29
ES21/01/20;Sudeste;ES;20/01/2021;3;4018650;280067;1108;5582;19
ES21/01/21;Sudeste;ES;21/01/2021;3;4018650;281910;1843;5609;27
ES21/01/22;Sudeste;ES;22/01/2021;3;4018650;283849;1939;5633;24
ES21/01/23;Sudeste;ES;23/01/2021;3;4018650;284841;992;5658;25
RJ21/01/17;Sudeste;RJ;17/01/2021;3;17264943;482058;947;27791;36
RJ21/01/18;Sudeste;RJ;18/01/2021;3;17264943;482431;373;27805;14
RJ21/01/19;Sudeste;RJ;19/01/2021;3;17264943;486806;4375;28026;221
RJ21/01/20;Sudeste;RJ;20/01/2021;3;17264943;490821;4015;28215;189
RJ21/01/21;Sudeste;RJ;21/01/2021;3;17264943;494127;3306;28440;225
RJ21/01/22;Sudeste;RJ;22/01/2021;3;17264943;494796;669;28592;152
RJ21/01/23;Sudeste;RJ;23/01/2021;3;17264943;500185;5389;28812;220
SP21/01/17;Sudeste;SP;17/01/2021;3;45919049;1625339;5720;49945;60
SP21/01/18;Sudeste;SP;18/01/2021;3;45919049;1628272;2933;49987;42
SP21/01/19;Sudeste;SP;19/01/2021;3;45919049;1644225;15953;50318;331
SP21/01/20;Sudeste;SP;20/01/2021;3;45919049;1658636;14411;50652;334
SP21/01/21;Sudeste;SP;21/01/2021;3;45919049;1670754;12118;50938;286
SP21/01/22;Sudeste;SP;22/01/2021;3;45919049;1679759;9005;51192;254
SP21/01/23;Sudeste;SP;23/01/2021;3;45919049;1694355;14596;51423;231
PR21/01/17;Sul;PR;17/01/2021;3;11433957;502599;1563;9092;19
PR21/01/19;Sul;PR;19/01/2021;3;11433957;508570;4858;9132;78
PR21/01/20;Sul;PR;20/01/2021;3;11433957;512337;3767;9186;54
PR21/01/21;Sul;PR;21/01/2021;3;11433957;515464;3127;9243;57
PR21/01/22;Sul;PR;22/01/2021;3;11433957;519042;3578;9292;49
PR21/01/23;Sul;PR;23/01/2021;3;11433957;522169;3127;9355;63
SC21/01/17;Sul;SC;17/01/2021;3;7164788;541745;1403;5886;19
SC21/01/18;Sul;SC;18/01/2021;3;7164788;543389;1644;5919;33
SC21/01/19;Sul;SC;19/01/2021;3;7164788;546522;3133;5969;50
SC21/01/20;Sul;SC;20/01/2021;3;7164788;549579;3057;5988;19
SC21/01/21;Sul;SC;21/01/2021;3;7164788;552310;2731;6036;48
SC21/01/22;Sul;SC;22/01/2021;3;7164788;555148;2838;6061;25
SC21/01/23;Sul;SC;23/01/2021;3;7164788;557774;2626;6097;36
RS21/01/17;Sul;RS;17/01/2021;3;11377239;506885;1864;9921;45
RS21/01/18;Sul;RS;18/01/2021;3;11377239;508058;1173;9967;46
RS21/01/19;Sul;RS;19/01/2021;3;11377239;512343;4285;10051;84
RS21/01/20;Sul;RS;20/01/2021;3;11377239;516288;3945;10123;72
RS21/01/21;Sul;RS;21/01/2021;3;11377239;520313;4025;10196;73
RS21/01/22;Sul;RS;22/01/2021;3;11377239;523367;3054;10241;45
RS21/01/23;Sul;RS;23/01/2021;3;11377239;527182;3815;10299;58
MS21/01/17;Centro_Oeste;MS;17/01/2021;3;2778986;150498;767;2674;13
MS21/01/18;Centro_Oeste;MS;18/01/2021;3;2778986;150944;446;2686;12
MS21/01/19;Centro_Oeste;MS;19/01/2021;3;2778986;152026;1082;2705;19
MS21/01/20;Centro_Oeste;MS;20/01/2021;3;2778986;153057;1031;2723;18
MS21/01/21;Centro_Oeste;MS;21/01/2021;3;2778986;154121;1064;2741;18
MS21/01/22;Centro_Oeste;MS;22/01/2021;3;2778986;155010;889;2771;30
MS21/01/23;Centro_Oeste;MS;23/01/2021;3;2778986;155972;962;2794;23
MT21/01/17;Centro_Oeste;MT;17/01/2021;3;3484466;197916;560;4721;11
MT21/01/18;Centro_Oeste;MT;18/01/2021;3;3484466;199035;1119;4743;22
MT21/01/19;Centro_Oeste;MT;19/01/2021;3;3484466;201014;1979;4774;31
MT21/01/20;Centro_Oeste;MT;20/01/2021;3;3484466;202559;1545;4805;31
MT21/01/21;Centro_Oeste;MT;21/01/2021;3;3484466;204031;1472;4830;25
MT21/01/22;Centro_Oeste;MT;22/01/2021;3;3484466;205616;1585;4858;28
MT21/01/23;Centro_Oeste;MT;23/01/2021;3;3484466;206598;982;4882;24
GO21/01/17;Centro_Oeste;GO;17/01/2021;3;7018354;328098;161;7102;25
GO21/01/18;Centro_Oeste;GO;18/01/2021;3;7018354;328848;750;7107;5
GO21/01/19;Centro_Oeste;GO;19/01/2021;3;7018354;331154;2306;7107;0
GO21/01/20;Centro_Oeste;GO;20/01/2021;3;7018354;333134;1980;7185;78
GO21/01/21;Centro_Oeste;GO;21/01/2021;3;7018354;334578;1444;7205;20
GO21/01/22;Centro_Oeste;GO;22/01/2021;3;7018354;336362;1784;7226;21
GO21/01/23;Centro_Oeste;GO;23/01/2021;3;7018354;337974;1612;7278;52
DF21/01/17;Centro_Oeste;DF;17/01/2021;3;3015268;264227;471;4421;9
DF21/01/18;Centro_Oeste;DF;18/01/2021;3;3015268;265274;1047;4427;6
DF21/01/19;Centro_Oeste;DF;19/01/2021;3;3015268;265886;612;4436;9
DF21/01/20;Centro_Oeste;DF;20/01/2021;3;3015268;266506;620;4442;6
DF21/01/21;Centro_Oeste;DF;21/01/2021;3;3015268;267340;834;4452;10
DF21/01/22;Centro_Oeste;DF;22/01/2021;3;3015268;268394;1054;4460;8
DF21/01/23;Centro_Oeste;DF;23/01/2021;3;3015268;269350;956;4468;8
RO21/01/24;Norte;RO;24/01/2021;4;1777225;117101;968;2111;14
RO21/01/25;Norte;RO;25/01/2021;4;1777225;118097;996;2128;17
RO21/01/26;Norte;RO;26/01/2021;4;1777225;119336;1239;2149;21
RO21/01/27;Norte;RO;27/01/2021;4;1777225;121005;1669;2167;18
RO21/01/28;Norte;RO;28/01/2021;4;1777225;121975;970;2192;25
RO21/01/29;Norte;RO;29/01/2021;4;1777225;123200;1225;2216;24
RO21/01/30;Norte;RO;30/01/2021;4;1777225;123957;757;2229;13
AC21/01/24;Norte;AC;24/01/2021;4;881935;46429;190;850;2
AC21/01/25;Norte;AC;25/01/2021;4;881935;46539;110;854;4
AC21/01/26;Norte;AC;26/01/2021;4;881935;46774;235;856;2
AC21/01/27;Norte;AC;27/01/2021;4;881935;47119;345;858;2
AC21/01/28;Norte;AC;28/01/2021;4;881935;47461;342;860;2
AC21/01/29;Norte;AC;29/01/2021;4;881935;47936;475;861;1
AC21/01/30;Norte;AC;30/01/2021;4;881935;48347;411;864;3
AM21/01/24;Norte;AM;24/01/2021;4;4144597;249713;1152;7146;95
AM21/01/25;Norte;AM;25/01/2021;4;4144597;250935;1222;7232;86
AM21/01/26;Norte;AM;26/01/2021;4;4144597;254460;3525;7424;192
AM21/01/27;Norte;AM;27/01/2021;4;4144597;257606;3146;7560;136
AM21/01/28;Norte;AM;28/01/2021;4;4144597;259458;1852;7673;113
AM21/01/29;Norte;AM;29/01/2021;4;4144597;261574;2116;7793;120
AM21/01/30;Norte;AM;30/01/2021;4;4144597;265994;4420;8018;225
RR21/01/24;Norte;RR;24/01/2021;4;605761;72313;186;821;0
RR21/01/25;Norte;RR;25/01/2021;4;605761;72462;149;821;0
RR21/01/26;Norte;RR;26/01/2021;4;605761;72656;194;835;14
RR21/01/27;Norte;RR;27/01/2021;4;605761;72921;265;837;2
RR21/01/28;Norte;RR;28/01/2021;4;605761;73238;317;843;6
RR21/01/29;Norte;RR;29/01/2021;4;605761;73654;416;849;6
RR21/01/30;Norte;RR;30/01/2021;4;605761;73909;255;856;7
PA21/01/24;Norte;PA;24/01/2021;4;8602865;318777;901;7499;12
PA21/01/25;Norte;PA;25/01/2021;4;8602865;319545;768;7530;31
PA21/01/26;Norte;PA;26/01/2021;4;8602865;320894;1349;7544;14
PA21/01/27;Norte;PA;27/01/2021;4;8602865;323290;2396;7552;8
PA21/01/28;Norte;PA;28/01/2021;4;8602865;325562;2272;7564;12
PA21/01/29;Norte;PA;29/01/2021;4;8602865;327281;1719;7578;14
PA21/01/30;Norte;PA;30/01/2021;4;8602865;328800;1519;7618;40
AP21/01/24;Norte;AP;24/01/2021;4;845731;75249;195;1025;0
AP21/01/25;Norte;AP;25/01/2021;4;845731;75400;151;1032;7
AP21/01/26;Norte;AP;26/01/2021;4;845731;75641;241;1036;4
AP21/01/27;Norte;AP;27/01/2021;4;845731;75940;299;1040;4
AP21/01/28;Norte;AP;28/01/2021;4;845731;76311;371;1048;8
AP21/01/29;Norte;AP;29/01/2021;4;845731;76688;377;1057;9
AP21/01/30;Norte;AP;30/01/2021;4;845731;76884;196;1059;2
TO21/01/24;Norte;TO;24/01/2021;4;1572866;99485;195;1347;3
TO21/01/25;Norte;TO;25/01/2021;4;1572866;99623;138;1348;1
TO21/01/26;Norte;TO;26/01/2021;4;1572866;100204;581;1353;5
TO21/01/27;Norte;TO;27/01/2021;4;1572866;100709;505;1359;6
TO21/01/28;Norte;TO;28/01/2021;4;1572866;101119;410;1366;7
TO21/01/29;Norte;TO;29/01/2021;4;1572866;101666;547;1371;5
TO21/01/30;Norte;TO;30/01/2021;4;1572866;102108;442;1376;5
MA21/01/24;Nordeste;MA;24/01/2021;4;7075181;205481;85;4649;5
MA21/01/25;Nordeste;MA;25/01/2021;4;7075181;205621;140;4653;4
MA21/01/26;Nordeste;MA;26/01/2021;4;7075181;205920;299;4657;4
MA21/01/27;Nordeste;MA;27/01/2021;4;7075181;206290;370;4662;5
MA21/01/28;Nordeste;MA;28/01/2021;4;7075181;206680;390;4669;7
MA21/01/29;Nordeste;MA;29/01/2021;4;7075181;207145;465;4678;9
MA21/01/30;Nordeste;MA;30/01/2021;4;7075181;207415;270;4688;10
PI21/01/24;Nordeste;PI;24/01/2021;4;3273227;155362;257;3004;5
PI21/01/25;Nordeste;PI;25/01/2021;4;3273227;155723;361;3012;8
PI21/01/26;Nordeste;PI;26/01/2021;4;3273227;156149;426;3020;8
PI21/01/27;Nordeste;PI;27/01/2021;4;3273227;156875;726;3031;11
PI21/01/28;Nordeste;PI;28/01/2021;4;3273227;157469;594;3039;8
PI21/01/29;Nordeste;PI;29/01/2021;4;3273227;157775;306;3045;6
PI21/01/30;Nordeste;PI;30/01/2021;4;3273227;158584;809;3051;6
CE21/01/24;Nordeste;CE;24/01/2021;4;9132078;362351;1378;10331;11
CE21/01/25;Nordeste;CE;25/01/2021;4;9132078;363967;1616;10332;1
CE21/01/26;Nordeste;CE;26/01/2021;4;9132078;365640;1673;10363;31
CE21/01/27;Nordeste;CE;27/01/2021;4;9132078;367265;1625;10402;39
CE21/01/28;Nordeste;CE;28/01/2021;4;9132078;368281;1016;10432;30
CE21/01/29;Nordeste;CE;29/01/2021;4;9132078;369245;964;10449;17
CE21/01/30;Nordeste;CE;30/01/2021;4;9132078;370300;1055;10465;16
RN21/01/24;Nordeste;RN;24/01/2021;4;3506853;135774;893;3235;5
RN21/01/25;Nordeste;RN;25/01/2021;4;3506853;136131;357;3240;5
RN21/01/26;Nordeste;RN;26/01/2021;4;3506853;136741;610;3256;16
RN21/01/27;Nordeste;RN;27/01/2021;4;3506853;137557;816;3259;3
RN21/01/28;Nordeste;RN;28/01/2021;4;3506853;138013;456;3263;4
RN21/01/29;Nordeste;RN;29/01/2021;4;3506853;138812;799;3276;13
RN21/01/30;Nordeste;RN;30/01/2021;4;3506853;140032;1220;3282;6
PB21/01/24;Nordeste;PB;24/01/2021;4;4018127;183726;819;3980;12
PB21/01/25;Nordeste;PB;25/01/2021;4;4018127;184907;1181;3991;11
PB21/01/26;Nordeste;PB;26/01/2021;4;4018127;186033;1126;4003;12
PB21/01/27;Nordeste;PB;27/01/2021;4;4018127;187246;1213;4014;11
PB21/01/28;Nordeste;PB;28/01/2021;4;4018127;188290;1044;4025;11
PB21/01/29;Nordeste;PB;29/01/2021;4;4018127;189415;1125;4036;11
PB21/01/30;Nordeste;PB;30/01/2021;4;4018127;190480;1065;4048;12
PE21/01/24;Nordeste;PE;24/01/2021;4;9557071;250702;537;10193;16
PE21/01/25;Nordeste;PE;25/01/2021;4;9557071;251291;589;10200;7
PE21/01/26;Nordeste;PE;26/01/2021;4;9557071;253415;2124;10222;22
PE21/01/27;Nordeste;PE;27/01/2021;4;9557071;255483;2068;10251;29
PE21/01/28;Nordeste;PE;28/01/2021;4;9557071;256977;1494;10279;28
PE21/01/29;Nordeste;PE;29/01/2021;4;9557071;258725;1748;10304;25
PE21/01/30;Nordeste;PE;30/01/2021;4;9557071;260679;1954;10332;28
AL21/01/24;Nordeste;AL;24/01/2021;4;3337357;114169;507;2683;9
AL21/01/25;Nordeste;AL;25/01/2021;4;3337357;114836;667;2692;9
AL21/01/26;Nordeste;AL;26/01/2021;4;3337357;115383;547;2701;9
AL21/01/27;Nordeste;AL;27/01/2021;4;3337357;115946;563;2710;9
AL21/01/28;Nordeste;AL;28/01/2021;4;3337357;116379;433;2719;9
AL21/01/29;Nordeste;AL;29/01/2021;4;3337357;116773;394;2728;9
AL21/01/30;Nordeste;AL;30/01/2021;4;3337357;117287;514;2737;9
SE21/01/24;Nordeste;SE;24/01/2021;4;2298696;132829;492;2727;8
SE21/01/25;Nordeste;SE;25/01/2021;4;2298696;133655;826;2736;9
SE21/01/26;Nordeste;SE;26/01/2021;4;2298696;134003;348;2746;10
SE21/01/27;Nordeste;SE;27/01/2021;4;2298696;134556;553;2755;9
SE21/01/28;Nordeste;SE;28/01/2021;4;2298696;135385;829;2760;5
SE21/01/29;Nordeste;SE;29/01/2021;4;2298696;136280;895;2766;6
SE21/01/30;Nordeste;SE;30/01/2021;4;2298696;136799;519;2773;7
BA21/01/24;Nordeste;BA;24/01/2021;4;14873064;565320;2854;9857;30
BA21/01/25;Nordeste;BA;25/01/2021;4;14873064;566743;1423;9886;29
BA21/01/26;Nordeste;BA;26/01/2021;4;14873064;570092;3349;9920;34
BA21/01/27;Nordeste;BA;27/01/2021;4;14873064;574062;3970;9952;32
BA21/01/28;Nordeste;BA;28/01/2021;4;14873064;577707;3645;9987;35
BA21/01/29;Nordeste;BA;29/01/2021;4;14873064;581880;4173;10021;34
BA21/01/30;Nordeste;BA;30/01/2021;4;14873064;585958;4078;10059;38
MG21/01/24;Sudeste;MG;24/01/2021;4;21168791;690853;4171;14279;131
MG21/01/25;Sudeste;MG;25/01/2021;4;21168791;693550;2697;14305;26
MG21/01/26;Sudeste;MG;26/01/2021;4;21168791;699257;5707;14328;23
MG21/01/27;Sudeste;MG;27/01/2021;4;21168791;707649;8392;14544;216
MG21/01/28;Sudeste;MG;28/01/2021;4;21168791;715967;8318;14699;155
MG21/01/29;Sudeste;MG;29/01/2021;4;21168791;721967;6000;14819;120
MG21/01/30;Sudeste;MG;30/01/2021;4;21168791;729968;8001;14939;120
ES21/01/24;Sudeste;ES;24/01/2021;4;4018650;285641;800;5667;9
ES21/01/25;Sudeste;ES;25/01/2021;4;4018650;287096;1455;5707;40
ES21/01/26;Sudeste;ES;26/01/2021;4;4018650;288268;1172;5746;39
ES21/01/27;Sudeste;ES;27/01/2021;4;4018650;289496;1228;5774;28
ES21/01/28;Sudeste;ES;28/01/2021;4;4018650;290609;1113;5794;20
ES21/01/29;Sudeste;ES;29/01/2021;4;4018650;292269;1660;5819;25
ES21/01/30;Sudeste;ES;30/01/2021;4;4018650;293030;761;5841;22
RJ21/01/24;Sudeste;RJ;24/01/2021;4;17264943;501202;1017;28833;21
RJ21/01/25;Sudeste;RJ;25/01/2021;4;17264943;501436;234;28856;23
RJ21/01/26;Sudeste;RJ;26/01/2021;4;17264943;505596;4160;29043;187
RJ21/01/27;Sudeste;RJ;27/01/2021;4;17264943;509113;3517;29230;187
RJ21/01/28;Sudeste;RJ;28/01/2021;4;17264943;512791;3678;29417;187
